occupation,preffered_label,esco_code
destination marketing manager,destination manager,1221.3.1
destination development manager,destination manager,1221.3.1
marketing manager,marketing manager,1221.3.2
sales and marketing manager,marketing manager,1221.3.2
promotions manager,marketing manager,1221.3.2
marketing and promotions manager,marketing manager,1221.3.2
marketing director,marketing manager,1221.3.2
market development manager,marketing manager,1221.3.2
marketing executive,marketing manager,1221.3.2
advertising sales manager,marketing manager,1221.3.2
telemarketing manager,marketing manager,1221.3.2
product marketing manager,marketing manager,1221.3.2
market manager,marketing manager,1221.3.2
sales commercial manager,sales manager,1221.3.2.1
sales executive,sales manager,1221.3.2.1
sales coordinator,sales manager,1221.3.2.1
group sales manager,sales manager,1221.3.2.1
area sales manager,sales manager,1221.3.2.1
sales manager,sales manager,1221.3.2.1
sales director,sales manager,1221.3.2.1
international sales manage,sales manager,1221.3.2.1
inside sales manager,sales manager,1221.3.2.1
indirect category manager,category manager,1221.3.2.1.1
product category manager,category manager,1221.3.2.1.1
merchandising category specialist,category manager,1221.3.2.1.1
pricing and marketing manager,category manager,1221.3.2.1.1
category manager,category manager,1221.3.2.1.1
FMCG category manager,category manager,1221.3.2.1.1
category development manager,category manager,1221.3.2.1.1
assistant category manager,category manager,1221.3.2.1.1
senior category manager,category manager,1221.3.2.1.1
product category specialist,category manager,1221.3.2.1.1
general merchandise category manager,category manager,1221.3.2.1.1
g.m. category manager,category manager,1221.3.2.1.1
vendor management manager,category manager,1221.3.2.1.1
planning and inventory control manager,category manager,1221.3.2.1.1
graduate category manager,category manager,1221.3.2.1.1
on-line category manager,category manager,1221.3.2.1.1
senior licensing and brand manager,licensing manager,1221.3.2.1.2
trainee brand licensing manager,licensing manager,1221.3.2.1.2
licensing manager,licensing manager,1221.3.2.1.2
assistant licensing and brand manager,licensing manager,1221.3.2.1.2
senior brand licensing manager,licensing manager,1221.3.2.1.2
graduate licensing manager,licensing manager,1221.3.2.1.2
assistant international licensing manager,licensing manager,1221.3.2.1.2
trainee international licensing manager,licensing manager,1221.3.2.1.2
assistant brand licensing manager,licensing manager,1221.3.2.1.2
trainee licensing and brand manager,licensing manager,1221.3.2.1.2
graduate international licensing manager,licensing manager,1221.3.2.1.2
graduate brand licensing manager,licensing manager,1221.3.2.1.2
senior international licensing manager,licensing manager,1221.3.2.1.2
graduate licensing and brand manager,licensing manager,1221.3.2.1.2
senior licensing manager,licensing manager,1221.3.2.1.2
assistant licensing manager,licensing manager,1221.3.2.1.2
trainee licensing manager,licensing manager,1221.3.2.1.2
motor vehicles aftersales specialist,motor vehicle aftersales manager,1221.3.2.1.3
truck aftersales specialist,motor vehicle aftersales manager,1221.3.2.1.3
car aftersales specialist,motor vehicle aftersales manager,1221.3.2.1.3
car aftersales co-ordinator,motor vehicle aftersales manager,1221.3.2.1.3
truck aftersales manager,motor vehicle aftersales manager,1221.3.2.1.3
van aftersales specialist,motor vehicle aftersales manager,1221.3.2.1.3
bus and coach aftersales co-ordinator,motor vehicle aftersales manager,1221.3.2.1.3
truck aftersales co-ordinator,motor vehicle aftersales manager,1221.3.2.1.3
van aftersales co-ordinator,motor vehicle aftersales manager,1221.3.2.1.3
car aftersales manager,motor vehicle aftersales manager,1221.3.2.1.3
bus and coach aftersales,motor vehicle aftersales manager,1221.3.2.1.3
bus and coach aftersales specialist,motor vehicle aftersales manager,1221.3.2.1.3
motor vehicles aftersales manager,motor vehicle aftersales manager,1221.3.2.1.3
van aftersales manager,motor vehicle aftersales manager,1221.3.2.1.3
motor vehicle aftersales manger,motor vehicle aftersales manager,1221.3.2.1.3
motor vehicle aftersales manager,motor vehicle aftersales manager,1221.3.2.1.3
social media sales manager,online sales channel manager,1221.3.2.1.4
internet order manager,online sales channel manager,1221.3.2.1.4
senior online sales channel manager,online sales channel manager,1221.3.2.1.4
assistant online sales channel manager,online sales channel manager,1221.3.2.1.4
mail-order and internet manager,online sales channel manager,1221.3.2.1.4
e-commerce manager,online sales channel manager,1221.3.2.1.4
digital sales manager,online sales channel manager,1221.3.2.1.4
trainee online sales channel manager,online sales channel manager,1221.3.2.1.4
online sales channel supervisor,online sales channel manager,1221.3.2.1.4
mail order manager,online sales channel manager,1221.3.2.1.4
graduate online sales channel manager,online sales channel manager,1221.3.2.1.4
online sales channel manager,online sales channel manager,1221.3.2.1.4
promotions director,promotion manager,1221.3.3
promotions coordinator,promotion manager,1221.3.3
promotion director,promotion manager,1221.3.3
sales promotion manager,promotion manager,1221.3.3
promotion manager,promotion manager,1221.3.3
promotions manager,promotion manager,1221.3.3
advertising and promotion manager,promotion manager,1221.3.3
marketing and promotion manager,promotion manager,1221.3.3
promotion coordinator,promotion manager,1221.3.3
marketing director,commercial director,1221.4
business development director,commercial director,1221.4
CCO,commercial director,1221.4
commercial marketing specialist,commercial director,1221.4
corporate commercial manager,commercial director,1221.4
chief commercial officer,commercial director,1221.4
international commercial director,commercial director,1221.4
commercial director,commercial director,1221.4
commercial strategy director,commercial director,1221.4
commercial manager,commercial director,1221.4
digital marketing and communication professional,digital marketing manager,1221.5
digital marketing specialist,digital marketing manager,1221.5
digital marketing technician,digital marketing manager,1221.5
digital marketing manager,digital marketing manager,1221.5
social media specialist,digital marketing manager,1221.5
web marketing specialist,digital marketing manager,1221.5
tourism product developer,tourism product manager,1221.6
tourism product manager,tourism product manager,1221.6
tourism distribution manager,tourism product manager,1221.6
